mesh,mesh_variant,point_id,distance_bin,bin_min,bin_max,x,y,z,nearest_distance_proxy_norm,local_edge_mean_norm,local_area_norm,local_aspect_ratio,local_quality,local_normal_variation,point_index
spot,original,13,3,0.3,0.6,-0.9121845907038657,-0.009103279082950833,-0.9930706300725128,0.30326479329510475,0.020335218043078578,0.000170223696099604,1.3101614392406375,0.9369941467651626,0.03778034132824718,61
spot,original,14,3,0.3,0.6,-0.06853003957563741,-0.6735363131351764,-0.9729197604274513,0.33912904798506927,0.03219768846630805,0.00040072934001033765,1.6086102534695708,0.8619300676090929,0.026125280801135225,62
spot,original,15,3,0.3,0.6,0.8924856974140274,-0.33475678252748053,-0.9704805949211586,0.3520682783345401,0.021646589595916532,0.00018793305818622777,1.3488876159250742,0.9073204352799696,0.03394031784083477,63
spot,original,16,3,0.3,0.6,-0.44544024612994804,-0.5125889694530055,-1.0920791280286613,0.343660393777046,0.02281579995656108,0.00020059345183392604,1.4900160407917937,0.8634564646493241,0.017782579688020366,64
spot,original,17,3,0.3,0.6,1.0409087568180362,-0.9591179664093693,-0.9002464764857261,0.4409895692146173,0.022345924013783186,0.00020680801356201474,1.261685757137703,0.9443552254863751,0.04176161429205257,65
spot,original,18,3,0.3,0.6,0.5081681542699372,0.9321792981729202,1.0344368605673058,0.3428796905199765,0.0184729059450083,0.0001282766535853116,1.704804620267976,0.8312955800401032,0.004028716907748049,66
spot,original,19,3,0.3,0.6,-1.0751973108820116,0.2956437210602483,0.29244201180953255,0.30050918623128214,0.022933394970668552,0.0002084984207876457,1.4484503097738184,0.8934499544503105,0.0009303582832220029,67
spot,original,20,3,0.3,0.6,1.0736560844599103,0.5209337863198424,0.29724964609455906,0.30737171462643553,0.01401350031696065,7.304077398963534e-05,1.591805962019898,0.8266707467927771,0.164120022155401,68
spot,original,21,3,0.3,0.6,-0.9206871463432486,1.0294970529769043,0.9143405971581013,0.446948846906607,0.018470434194434403,0.0001318686565831321,1.6142281255036321,0.8615211954273273,0.0026838160273285525,69
spot,original,22,3,0.3,0.6,0.9503358932358266,-0.7248747541300844,-1.0582814082640462,0.4473671547042197,0.02938402773471363,0.00033125239973286327,1.641194248040615,0.8531271279907466,0.056581775385602016,70
spot,original,23,3,0.3,0.6,0.8493696930290249,-0.8154063908383984,-0.9644013774301515,0.4030956554769854,0.029433766273745502,0.0003255127881759687,1.743836575699251,0.8276117477026216,0.05294013760251056,71
